deviceId,mon,label,cnt
id_MzQ6QUI6OTU6NzE6OUM6Qzg,23/12,caution,383
id_MzQ6QUI6OTU6NzE6OUM6Qzg,23/12,fall,1
id_MzQ6QUI6OTU6NzE6OUM6Qzg,23/01,caution,91
id_MzQ6QUI6OTU6NzE6OUM6Qzg,23/01,fall,2
id_MzQ6QUI6OTU6NzE6OUM6RDA,23/04,caution,68
id_MzQ6QUI6OTU6NzE6OUM6RDA,23/05,caution,358
id_MzQ6QUI6OTU6NzE6OUM6RDA,23/05,fall,1
id_MzQ6QUI6OTU6NzE6OUM6RDA,23/06,caution,237
id_MzQ6QUI6OTU6NzE6OUM6RDA,23/06,fall,3
id_MzQ6QUI6OTU6NzE6OUM6RDA,23/07,caution,157
id_MzQ6QUI6OTU6NzE6OUM6RDA,23/07,fall,1
id_MzQ6QUI6OTU6NzE6OUM6RDA,23/08,caution,133
id_MzQ6QUI6OTU6NzE6OUM6RDA,23/08,fall,1
id_MzQ6QUI6OTU6NzE6OUM6RDA,23/09,caution,2
id_MzQ6QUI6OTU6NzE6OUM6REM,23/06,caution,206
id_MzQ6QUI6OTU6NzE6OUM6REM,23/07,caution,1209
id_MzQ6QUI6OTU6NzE6OUM6REM,23/07,fall,9
id_MzQ6QUI6OTU6NzE6OUM6REM,23/08,caution,1618
id_MzQ6QUI6OTU6NzE6OUM6REM,23/08,fall,5
id_MzQ6QUI6OTU6NzE6OUM6REM,23/09,caution,108
id_MzQ6QUI6OTU6NzE6OUM6REM,23/09,fall,1
id_MzQ6QUI6OTU6NzE6OUM6REM,23/10,caution,129
id_MzQ6QUI6OTU6NzE6OUM6REM,23/10,fall,3
id_MzQ6QUI6OTU6NzE6OUM6REM,23/11,caution,58
id_MzQ6QUI6OTU6NzE6OUM6REM,23/12,caution,15
id_MzQ6QUI6OTU6NzE6OUQ6Mjg,23/04,caution,2543
id_MzQ6QUI6OTU6NzE6OUQ6Mjg,23/04,fall,2
id_MzQ6QUI6OTU6NzE6OUQ6Mjg,23/05,caution,6982
id_MzQ6QUI6OTU6NzE6OUQ6Mjg,23/06,caution,1259
id_MzQ6QUI6OTU6NzE6OUQ6Mjg,23/07,caution,244
id_MzQ6QUI6OTU6NzE6OUQ6Mjg,23/08,caution,683
id_MzQ6QUI6OTU6NzE6OUQ6Mjg,23/08,fall,1
id_MzQ6QUI6OTU6NzE6OUQ6Mjg,23/09,caution,70
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/06,caution,3
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/07,caution,60
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/07,fall,2
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/08,caution,155
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/08,fall,4
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/09,caution,49
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/09,fall,2
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/10,caution,153
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/10,fall,1
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/11,caution,377
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/11,fall,4
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/12,caution,174
id_MzQ6QUI6OTU6NzE6OUQ6Mzg,23/01,caution,70
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/06,caution,15
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/07,caution,837
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/08,caution,571
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/08,fall,2
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/09,caution,244
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/09,fall,4
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/10,caution,1016
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/10,fall,5
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/11,caution,335
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/11,fall,2
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/12,caution,115
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/12,fall,1
id_MzQ6QUI6OTU6NzE6OUQ6NEM,23/01,caution,47
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/11,caution,63
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/11,fall,1
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/12,caution,713
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/12,fall,9
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/01,caution,1213
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/01,fall,14
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/02,caution,894
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/02,fall,9
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/03,caution,1822
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/03,fall,24
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/04,caution,1732
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/04,fall,7
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/05,caution,3925
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/05,fall,1
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/06,caution,2395
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/06,fall,2
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/07,caution,1483
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/07,fall,3
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/08,caution,982
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/08,fall,7
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/09,caution,3398
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/09,fall,16
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/10,caution,6300
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/10,fall,23
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/11,caution,3980
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/11,fall,12
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/12,caution,610
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/12,fall,8
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/01,caution,159
id_MzQ6QUI6OTU6NzE6OUU6MEM,23/01,fall,2
id_MzQ6QUI6OTU6NzE6OUU6MzQ,23/06,caution,7
id_MzQ6QUI6OTU6NzE6OUU6MzQ,23/07,caution,189
id_MzQ6QUI6OTU6NzE6OUU6MzQ,23/07,fall,2
id_MzQ6QUI6OTU6NzE6OUU6MzQ,23/08,caution,62
id_MzQ6QUI6OTU6NzE6OUU6MzQ,23/09,caution,191
id_MzQ6QUI6OTU6NzE6OUU6MzQ,23/10,caution,110
id_MzQ6QUI6OTU6NzE6OUU6MzQ,23/11,caution,494
id_MzQ6QUI6OTU6NzE6OUU6MzQ,23/11,fall,2
id_MzQ6QUI6OTU6NzE6OUU6MzQ,23/12,caution,287
id_MzQ6QUI6OTU6NzE6OUU6MzQ,23/01,caution,64
id_MzQ6QUI6OTU6NzE6OUU6QTg,23/06,caution,46
id_MzQ6QUI6OTU6NzE6OUU6QTg,23/07,caution,86
id_MzQ6QUI6OTU6NzE6OUU6QTg,23/08,caution,42
id_MzQ6QUI6OTU6NzE6OUU6QTg,23/09,caution,180
id_MzQ6QUI6OTU6NzE6OUU6QTg,23/09,fall,1
id_MzQ6QUI6OTU6NzE6OUU6QTg,23/10,caution,255
id_MzQ6QUI6OTU6NzE6OUU6QTg,23/11,caution,548
id_MzQ6QUI6OTU6NzE6OUU6QTg,23/11,fall,1
id_MzQ6QUI6OTU6NzE6OUU6QTg,23/12,caution,272
id_MzQ6QUI6OTU6NzE6OUU6QTg,23/01,caution,119
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/06,caution,78
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/06,fall,2
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/07,caution,792
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/07,fall,17
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/08,caution,12
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/08,fall,1
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/09,caution,86
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/09,fall,3
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/10,caution,343
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/10,fall,16
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/11,caution,10
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/11,fall,1
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/12,caution,49
id_MzQ6QUI6OTU6NzE6OUU6RDA,23/01,caution,12
id_MzQ6QUI6OTU6NzE6OUY6REM,23/12,caution,894
id_MzQ6QUI6OTU6NzE6OUY6REM,23/12,fall,6
id_MzQ6QUI6OTU6NzE6OUY6REM,23/01,caution,5712
id_MzQ6QUI6OTU6NzE6OUY6REM,23/01,fall,69
id_MzQ6QUI6OTU6NzE6OUY6REM,23/02,caution,6600
id_MzQ6QUI6OTU6NzE6OUY6REM,23/02,fall,52
id_MzQ6QUI6OTU6NzE6OUY6REM,23/04,caution,8125
id_MzQ6QUI6OTU6NzE6OUY6REM,23/04,fall,118
id_MzQ6QUI6OTU6NzE6OUY6REM,23/05,caution,12676
id_MzQ6QUI6OTU6NzE6OUY6REM,23/05,fall,87
id_MzQ6QUI6OTU6NzE6OUY6REM,23/06,caution,8141
id_MzQ6QUI6OTU6NzE6OUY6REM,23/06,fall,52
id_MzQ6QUI6OTU6NzE6OUY6REM,23/07,caution,3097
id_MzQ6QUI6OTU6NzE6OUY6REM,23/07,fall,18
id_MzQ6QUI6OTU6NzE6OUY6REM,23/08,caution,2367
id_MzQ6QUI6OTU6NzE6OUY6REM,23/08,fall,12
id_MzQ6QUI6OTU6NzE6OUY6REM,23/09,caution,2093
id_MzQ6QUI6OTU6NzE6OUY6REM,23/09,fall,9
id_MzQ6QUI6OTU6NzE6OUY6REM,23/10,caution,2125
id_MzQ6QUI6OTU6NzE6OUY6REM,23/10,fall,10
id_MzQ6QUI6OTU6NzE6OUY6REM,23/11,caution,1612
id_MzQ6QUI6OTU6NzE6OUY6REM,23/11,fall,16
id_MzQ6QUI6OTU6NzE6OUY6REM,23/12,caution,561
id_MzQ6QUI6OTU6NzE6OUY6REM,23/12,fall,11
id_MzQ6QUI6OTU6NzE6OUY6REM,23/01,caution,237
id_MzQ6QUI6OTU6NzE6OUY6REM,23/01,fall,3
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/03,caution,3
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/04,caution,841
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/04,fall,2
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/05,caution,201
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/05,fall,3
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/06,caution,8
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/07,caution,251
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/07,fall,1
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/08,caution,148
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/09,caution,107
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/09,fall,1
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/10,caution,34
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/10,fall,1
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/11,caution,240
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/12,caution,138
id_MzQ6QUI6OTU6NzE6QTA6ODg,23/01,caution,21
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/06,caution,15
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/07,caution,504
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/07,fall,38
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/08,caution,20
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/09,caution,130
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/09,fall,3
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/10,caution,115
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/10,fall,2
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/11,caution,227
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/11,fall,2
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/12,caution,207
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/12,fall,2
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/01,caution,44
id_MzQ6QUI6OTU6NzE6QTE6MDA,23/01,fall,3
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/11,caution,43
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/11,fall,4
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/12,caution,1640
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/12,fall,18
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/01,caution,5801
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/01,fall,35
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/02,caution,4450
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/02,fall,34
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/03,caution,463
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/03,fall,10
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/04,caution,1500
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/04,fall,19
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/05,caution,3858
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/05,fall,26
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/06,caution,3239
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/06,fall,19
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/07,caution,843
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/07,fall,5
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/08,caution,1652
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/08,fall,15
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/09,caution,1307
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/09,fall,7
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/10,caution,232
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/10,fall,3
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/11,caution,534
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/11,fall,6
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/12,caution,197
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/12,fall,2
id_MzQ6QUI6OTU6NzE6QTI6NkM,23/01,caution,83
id_MzQ6QUI6OTU6NzE6QTM6MkM,23/04,caution,137
id_MzQ6QUI6OTU6NzE6QTM6MkM,23/05,caution,378
id_MzQ6QUI6OTU6NzE6QTM6MkM,23/05,fall,6
id_MzQ6QUI6OTU6NzE6QTM6MkM,23/06,caution,248
id_MzQ6QUI6OTU6NzE6QTM6MkM,23/06,fall,9
id_MzQ6QUI6OTU6NzE6QTM6MkM,23/07,caution,392
id_MzQ6QUI6OTU6NzE6QTM6MkM,23/07,fall,13
id_MzQ6QUI6OTU6NzE6QTM6MkM,23/08,caution,218
id_MzQ6QUI6OTU6NzE6QTM6MkM,23/08,fall,7
id_MzQ6QUI6OTU6NzE6QTM6QzQ,23/04,caution,2977
id_MzQ6QUI6OTU6NzE6QTM6QzQ,23/05,caution,5484
id_MzQ6QUI6OTU6NzE6QTM6QzQ,23/05,fall,7
id_MzQ6QUI6OTU6NzE6QTM6QzQ,23/06,caution,2218
id_MzQ6QUI6OTU6NzE6QTM6QzQ,23/06,fall,4
id_MzQ6QUI6OTU6NzE6QTM6QzQ,23/07,caution,3566
id_MzQ6QUI6OTU6NzE6QTM6QzQ,23/08,caution,289
id_MzQ6QUI6OTU6NzE6QTM6QzQ,23/09,caution,33
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/01,caution,5062
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/01,fall,103
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/02,caution,1593
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/02,fall,27
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/03,caution,1195
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/04,caution,9053
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/04,fall,54
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/05,caution,6140
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/05,fall,83
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/06,caution,1074
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/06,fall,17
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/07,caution,19
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/08,caution,20
id_MzQ6QUI6OTU6NzE6QTQ6MDA,23/09,caution,1
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/06,caution,110
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/07,caution,834
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/07,fall,5
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/08,caution,1626
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/08,fall,9
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/09,caution,1472
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/09,fall,6
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/10,caution,522
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/11,caution,425
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/12,caution,68
id_MzQ6QUI6OTU6NzE6QTQ6Mjg,23/12,fall,3
id_MzQ6QUI6OTU6NzE6QTQ6Nzg,23/07,caution,1
id_MzQ6QUI6OTU6NzE6QTQ6ODg,23/06,caution,164
id_MzQ6QUI6OTU6NzE6QTQ6ODg,23/06,fall,2
id_MzQ6QUI6OTU6NzE6QTQ6ODg,23/07,caution,926
id_MzQ6QUI6OTU6NzE6QTQ6ODg,23/07,fall,10
id_MzQ6QUI6OTU6NzE6QTQ6ODg,23/08,caution,796
id_MzQ6QUI6OTU6NzE6QTQ6ODg,23/08,fall,16
id_MzQ6QUI6OTU6NzE6QTQ6ODg,23/09,caution,3
id_MzQ6QUI6OTU6NzE6QTQ6ODg,23/10,caution,26
id_MzQ6QUI6OTU6NzE6QTQ6ODg,23/10,fall,1
id_MzQ6QUI6OTU6NzE6QTQ6ODg,23/12,caution,3
id_MzQ6QUI6OTU6NzE6QTQ6RjQ,23/06,caution,21
id_MzQ6QUI6OTU6NzE6QTQ6RjQ,23/07,caution,46
id_MzQ6QUI6OTU6NzE6QTQ6RjQ,23/08,caution,34
id_MzQ6QUI6OTU6NzE6QTQ6RjQ,23/08,fall,1
id_MzQ6QUI6OTU6NzE6QTQ6RjQ,23/09,caution,94
id_MzQ6QUI6OTU6NzE6QTQ6RjQ,23/10,caution,20
id_MzQ6QUI6OTU6NzE6QTQ6RjQ,23/11,caution,37
id_MzQ6QUI6OTU6NzE6QTQ6RjQ,23/12,caution,42
id_MzQ6QUI6OTU6NzE6QTQ6RjQ,23/01,caution,19
id_MzQ6QUI6OTU6NzE6QTQ6RjQ,23/01,fall,2
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/06,caution,18
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/07,caution,71
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/07,fall,2
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/08,caution,754
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/08,fall,18
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/09,caution,218
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/09,fall,1
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/10,caution,86
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/11,caution,30
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/12,caution,47
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/12,fall,2
id_MzQ6QUI6OTU6NzE6QTU6MTQ,23/01,caution,5
